,subgenre_level,class1,class2,data_repetition,idno,y_true,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9
1083,subgenre-theme,novela histórica,other,8,nh0019,other,other,other,other,other,other,other,other,other,other,other
1084,subgenre-theme,novela histórica,other,8,nh0020,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1085,subgenre-theme,novela histórica,other,8,nh0022,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1086,subgenre-theme,novela histórica,other,8,nh0023,other,other,novela histórica,other,other,other,other,other,other,other,other
1087,subgenre-theme,novela histórica,other,8,nh0024,other,other,other,other,other,other,other,other,other,other,other
1088,subgenre-theme,novela histórica,other,8,nh0025,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1089,subgenre-theme,novela histórica,other,8,nh0026,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1090,subgenre-theme,novela histórica,other,8,nh0029,other,other,other,other,other,other,other,other,other,other,other
1091,subgenre-theme,novela histórica,other,8,nh0032,other,other,other,other,other,other,other,other,other,other,other
1092,subgenre-theme,novela histórica,other,8,nh0035,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1093,subgenre-theme,novela histórica,other,8,nh0036,other,other,other,other,other,other,other,other,other,other,other
1094,subgenre-theme,novela histórica,other,8,nh0037,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1095,subgenre-theme,novela histórica,other,8,nh0040,novela histórica,novela histórica,other,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1096,subgenre-theme,novela histórica,other,8,nh0041,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1097,subgenre-theme,novela histórica,other,8,nh0042,other,other,novela histórica,other,other,other,other,other,other,other,other
1098,subgenre-theme,novela histórica,other,8,nh0048,other,other,other,other,other,other,other,other,other,other,other
1099,subgenre-theme,novela histórica,other,8,nh0049,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1100,subgenre-theme,novela histórica,other,8,nh0050,other,other,other,other,other,other,other,other,other,other,other
1101,subgenre-theme,novela histórica,other,8,nh0051,other,other,other,other,other,other,other,other,other,other,other
1102,subgenre-theme,novela histórica,other,8,nh0054,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1103,subgenre-theme,novela histórica,other,8,nh0055,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1104,subgenre-theme,novela histórica,other,8,nh0056,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1105,subgenre-theme,novela histórica,other,8,nh0061,other,other,other,novela histórica,other,other,other,other,other,other,other
1106,subgenre-theme,novela histórica,other,8,nh0064,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1107,subgenre-theme,novela histórica,other,8,nh0069,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1108,subgenre-theme,novela histórica,other,8,nh0081,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1109,subgenre-theme,novela histórica,other,8,nh0084,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1110,subgenre-theme,novela histórica,other,8,nh0086,novela histórica,novela histórica,novela histórica,novela histórica,other,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1111,subgenre-theme,novela histórica,other,8,nh0090,other,other,other,novela histórica,other,other,other,other,other,other,other
1112,subgenre-theme,novela histórica,other,8,nh0091,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1113,subgenre-theme,novela histórica,other,8,nh0092,other,other,other,other,other,other,other,other,other,other,other
1114,subgenre-theme,novela histórica,other,8,nh0093,other,other,other,other,other,other,other,other,other,other,other
1115,subgenre-theme,novela histórica,other,8,nh0094,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1116,subgenre-theme,novela histórica,other,8,nh0097,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1117,subgenre-theme,novela histórica,other,8,nh0098,other,other,other,other,other,other,other,other,other,other,other
1118,subgenre-theme,novela histórica,other,8,nh0099,other,other,other,other,other,other,other,other,other,other,other
1119,subgenre-theme,novela histórica,other,8,nh0100,novela histórica,novela histórica,novela histórica,novela histórica,other,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1120,subgenre-theme,novela histórica,other,8,nh0101,other,other,other,other,other,other,other,other,other,other,other
1121,subgenre-theme,novela histórica,other,8,nh0103,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1122,subgenre-theme,novela histórica,other,8,nh0104,other,other,other,other,other,other,other,other,other,other,other
1123,subgenre-theme,novela histórica,other,8,nh0106,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1124,subgenre-theme,novela histórica,other,8,nh0107,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1125,subgenre-theme,novela histórica,other,8,nh0108,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,other,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1126,subgenre-theme,novela histórica,other,8,nh0110,other,other,other,other,other,other,other,other,other,other,other
1127,subgenre-theme,novela histórica,other,8,nh0111,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1128,subgenre-theme,novela histórica,other,8,nh0112,other,other,other,other,other,other,other,other,other,other,other
1129,subgenre-theme,novela histórica,other,8,nh0115,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1130,subgenre-theme,novela histórica,other,8,nh0116,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1131,subgenre-theme,novela histórica,other,8,nh0117,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1132,subgenre-theme,novela histórica,other,8,nh0119,other,other,other,other,other,other,other,other,other,other,other
1133,subgenre-theme,novela histórica,other,8,nh0121,other,other,other,other,other,other,other,other,other,other,other
1134,subgenre-theme,novela histórica,other,8,nh0122,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1135,subgenre-theme,novela histórica,other,8,nh0125,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1136,subgenre-theme,novela histórica,other,8,nh0127,other,other,other,other,other,other,other,other,other,other,other
1137,subgenre-theme,novela histórica,other,8,nh0129,other,other,other,other,other,other,other,other,other,other,other
1138,subgenre-theme,novela histórica,other,8,nh0132,other,other,other,other,other,other,other,other,other,other,other
1139,subgenre-theme,novela histórica,other,8,nh0133,other,other,other,other,other,other,other,other,other,other,other
1140,subgenre-theme,novela histórica,other,8,nh0135,other,other,other,other,other,other,other,other,other,other,other
1141,subgenre-theme,novela histórica,other,8,nh0136,other,other,other,other,other,other,other,other,other,other,other
1142,subgenre-theme,novela histórica,other,8,nh0138,other,other,other,other,other,other,other,other,other,other,other
1143,subgenre-theme,novela histórica,other,8,nh0139,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1144,subgenre-theme,novela histórica,other,8,nh0140,other,other,other,other,other,other,other,other,other,other,other
1145,subgenre-theme,novela histórica,other,8,nh0141,other,other,other,other,other,other,novela histórica,other,other,other,other
1146,subgenre-theme,novela histórica,other,8,nh0142,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1147,subgenre-theme,novela histórica,other,8,nh0143,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1148,subgenre-theme,novela histórica,other,8,nh0145,other,other,other,other,other,other,other,other,other,other,other
1149,subgenre-theme,novela histórica,other,8,nh0148,other,other,other,other,other,other,other,other,other,other,other
1150,subgenre-theme,novela histórica,other,8,nh0149,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1151,subgenre-theme,novela histórica,other,8,nh0150,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,other,novela histórica,novela histórica,novela histórica,novela histórica
1152,subgenre-theme,novela histórica,other,8,nh0152,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1153,subgenre-theme,novela histórica,other,8,nh0153,other,other,other,other,other,other,other,other,other,other,other
1154,subgenre-theme,novela histórica,other,8,nh0154,other,other,other,other,other,other,other,novela histórica,other,other,other
1155,subgenre-theme,novela histórica,other,8,nh0156,other,other,other,other,other,other,other,other,other,other,other
1156,subgenre-theme,novela histórica,other,8,nh0158,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1157,subgenre-theme,novela histórica,other,8,nh0159,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1158,subgenre-theme,novela histórica,other,8,nh0160,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1159,subgenre-theme,novela histórica,other,8,nh0161,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1160,subgenre-theme,novela histórica,other,8,nh0162,other,other,other,other,other,other,other,other,other,other,other
1161,subgenre-theme,novela histórica,other,8,nh0165,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,other,novela histórica,novela histórica,novela histórica
1162,subgenre-theme,novela histórica,other,8,nh0166,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1163,subgenre-theme,novela histórica,other,8,nh0167,other,other,other,other,other,other,other,other,other,other,other
1164,subgenre-theme,novela histórica,other,8,nh0168,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1165,subgenre-theme,novela histórica,other,8,nh0169,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1166,subgenre-theme,novela histórica,other,8,nh0171,other,other,other,other,other,other,other,other,other,other,other
1167,subgenre-theme,novela histórica,other,8,nh0174,other,other,other,other,other,other,other,other,other,other,other
1168,subgenre-theme,novela histórica,other,8,nh0176,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1169,subgenre-theme,novela histórica,other,8,nh0178,other,other,other,other,other,other,other,other,other,other,other
1170,subgenre-theme,novela histórica,other,8,nh0180,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1171,subgenre-theme,novela histórica,other,8,nh0181,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1172,subgenre-theme,novela histórica,other,8,nh0182,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,other,novela histórica,novela histórica
1173,subgenre-theme,novela histórica,other,8,nh0184,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1174,subgenre-theme,novela histórica,other,8,nh0186,other,other,other,other,other,other,other,other,other,other,other
1175,subgenre-theme,novela histórica,other,8,nh0191,other,other,other,other,other,other,other,other,other,other,other
1176,subgenre-theme,novela histórica,other,8,nh0196,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1177,subgenre-theme,novela histórica,other,8,nh0197,other,other,other,other,other,other,other,other,other,other,other
1178,subgenre-theme,novela histórica,other,8,nh0198,other,other,other,other,other,other,other,other,other,other,other
1179,subgenre-theme,novela histórica,other,8,nh0199,other,other,other,other,other,other,other,other,other,other,other
1180,subgenre-theme,novela histórica,other,8,nh0203,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1181,subgenre-theme,novela histórica,other,8,nh0204,other,other,other,other,other,other,other,other,other,other,other
1182,subgenre-theme,novela histórica,other,8,nh0206,other,other,other,other,other,other,other,other,other,novela histórica,other
1183,subgenre-theme,novela histórica,other,8,nh0207,other,other,other,other,other,other,other,other,other,other,other
1184,subgenre-theme,novela histórica,other,8,nh0208,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1185,subgenre-theme,novela histórica,other,8,nh0210,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,other,novela histórica
1186,subgenre-theme,novela histórica,other,8,nh0217,other,other,other,other,other,other,other,other,other,other,other
1187,subgenre-theme,novela histórica,other,8,nh0219,other,other,other,other,other,other,other,other,other,novela histórica,other
1188,subgenre-theme,novela histórica,other,8,nh0221,other,other,other,other,other,other,other,other,other,other,other
1189,subgenre-theme,novela histórica,other,8,nh0222,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1190,subgenre-theme,novela histórica,other,8,nh0223,other,other,other,other,other,other,other,other,other,other,other
1191,subgenre-theme,novela histórica,other,8,nh0227,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1192,subgenre-theme,novela histórica,other,8,nh0228,other,other,other,other,other,other,other,other,other,other,other
1193,subgenre-theme,novela histórica,other,8,nh0229,other,other,other,other,other,other,other,other,other,other,other
1194,subgenre-theme,novela histórica,other,8,nh0231,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1195,subgenre-theme,novela histórica,other,8,nh0234,other,other,other,other,other,other,other,other,other,other,other
1196,subgenre-theme,novela histórica,other,8,nh0241,other,other,other,other,other,other,other,other,other,other,other
1197,subgenre-theme,novela histórica,other,8,nh0243,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1198,subgenre-theme,novela histórica,other,8,nh0244,other,other,other,other,other,other,other,other,other,other,novela histórica
1199,subgenre-theme,novela histórica,other,8,nh0247,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1200,subgenre-theme,novela histórica,other,8,nh0248,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1201,subgenre-theme,novela histórica,other,8,nh0249,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1202,subgenre-theme,novela histórica,other,8,nh0251,other,other,other,other,other,other,other,other,other,other,other
1203,subgenre-theme,novela histórica,other,8,nh0252,other,other,other,other,other,other,other,other,other,other,other
1204,subgenre-theme,novela histórica,other,8,nh0253,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,other
1205,subgenre-theme,novela histórica,other,8,nh0254,other,other,other,other,other,other,other,other,other,other,other
1206,subgenre-theme,novela histórica,other,9,nh0001,other,other,other,other,other,other,other,other,other,other,other
1207,subgenre-theme,novela histórica,other,9,nh0003,other,other,other,other,other,other,other,other,other,other,other
1208,subgenre-theme,novela histórica,other,9,nh0004,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1209,subgenre-theme,novela histórica,other,9,nh0005,other,novela histórica,other,other,other,other,other,other,other,other,other
1210,subgenre-theme,novela histórica,other,9,nh0007,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1211,subgenre-theme,novela histórica,other,9,nh0009,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1212,subgenre-theme,novela histórica,other,9,nh0010,other,other,other,other,other,other,other,other,other,other,other
1213,subgenre-theme,novela histórica,other,9,nh0015,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1214,subgenre-theme,novela histórica,other,9,nh0017,novela histórica,other,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1215,subgenre-theme,novela histórica,other,9,nh0020,novela histórica,other,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1216,subgenre-theme,novela histórica,other,9,nh0021,other,other,other,other,other,other,other,other,other,other,other
1217,subgenre-theme,novela histórica,other,9,nh0022,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1218,subgenre-theme,novela histórica,other,9,nh0023,other,novela histórica,other,other,other,other,other,other,other,other,other
1219,subgenre-theme,novela histórica,other,9,nh0025,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1220,subgenre-theme,novela histórica,other,9,nh0026,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1221,subgenre-theme,novela histórica,other,9,nh0028,other,other,other,other,other,other,other,other,other,other,other
1222,subgenre-theme,novela histórica,other,9,nh0035,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1223,subgenre-theme,novela histórica,other,9,nh0037,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1224,subgenre-theme,novela histórica,other,9,nh0040,novela histórica,novela histórica,other,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1225,subgenre-theme,novela histórica,other,9,nh0041,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1226,subgenre-theme,novela histórica,other,9,nh0042,other,other,other,other,other,other,other,other,other,other,other
1227,subgenre-theme,novela histórica,other,9,nh0043,other,other,other,other,other,other,other,other,other,other,other
1228,subgenre-theme,novela histórica,other,9,nh0045,other,other,other,other,other,other,other,other,other,other,other
1229,subgenre-theme,novela histórica,other,9,nh0046,other,other,other,other,other,other,other,other,other,other,other
1230,subgenre-theme,novela histórica,other,9,nh0049,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1231,subgenre-theme,novela histórica,other,9,nh0050,other,other,other,other,other,other,other,other,other,other,other
1232,subgenre-theme,novela histórica,other,9,nh0051,other,other,other,other,other,other,other,other,other,other,other
1233,subgenre-theme,novela histórica,other,9,nh0054,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1234,subgenre-theme,novela histórica,other,9,nh0055,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1235,subgenre-theme,novela histórica,other,9,nh0056,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1236,subgenre-theme,novela histórica,other,9,nh0060,other,other,other,other,other,other,other,other,other,other,other
1237,subgenre-theme,novela histórica,other,9,nh0062,other,other,other,other,other,other,other,other,other,other,other
1238,subgenre-theme,novela histórica,other,9,nh0064,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1239,subgenre-theme,novela histórica,other,9,nh0066,other,other,other,other,other,other,other,other,other,other,other
1240,subgenre-theme,novela histórica,other,9,nh0069,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1241,subgenre-theme,novela histórica,other,9,nh0070,other,other,other,other,other,other,other,other,other,other,other
1242,subgenre-theme,novela histórica,other,9,nh0071,other,other,other,other,other,other,other,other,other,other,other
1243,subgenre-theme,novela histórica,other,9,nh0074,other,other,other,other,other,other,other,other,other,other,other
1244,subgenre-theme,novela histórica,other,9,nh0077,other,other,other,novela histórica,other,other,other,other,other,other,other
1245,subgenre-theme,novela histórica,other,9,nh0078,other,other,other,other,other,other,other,other,other,other,other
1246,subgenre-theme,novela histórica,other,9,nh0079,other,other,other,other,other,other,other,other,other,other,other
1247,subgenre-theme,novela histórica,other,9,nh0080,other,other,other,other,other,other,other,other,other,other,other
1248,subgenre-theme,novela histórica,other,9,nh0081,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1249,subgenre-theme,novela histórica,other,9,nh0082,other,other,other,other,other,other,other,other,other,other,other
1250,subgenre-theme,novela histórica,other,9,nh0084,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1251,subgenre-theme,novela histórica,other,9,nh0085,other,other,other,other,novela histórica,other,other,other,other,other,other
1252,subgenre-theme,novela histórica,other,9,nh0086,novela histórica,novela histórica,novela histórica,novela histórica,other,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1253,subgenre-theme,novela histórica,other,9,nh0087,other,other,other,other,other,other,other,other,other,other,other
1254,subgenre-theme,novela histórica,other,9,nh0091,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1255,subgenre-theme,novela histórica,other,9,nh0094,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1256,subgenre-theme,novela histórica,other,9,nh0097,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1257,subgenre-theme,novela histórica,other,9,nh0100,novela histórica,novela histórica,novela histórica,novela histórica,other,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1258,subgenre-theme,novela histórica,other,9,nh0102,other,other,other,other,other,other,other,other,other,other,other
1259,subgenre-theme,novela histórica,other,9,nh0103,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1260,subgenre-theme,novela histórica,other,9,nh0104,other,other,other,other,other,other,other,other,other,other,other
1261,subgenre-theme,novela histórica,other,9,nh0106,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1262,subgenre-theme,novela histórica,other,9,nh0107,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1263,subgenre-theme,novela histórica,other,9,nh0108,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,other,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1264,subgenre-theme,novela histórica,other,9,nh0110,other,other,other,other,other,other,other,other,other,other,other
1265,subgenre-theme,novela histórica,other,9,nh0111,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1266,subgenre-theme,novela histórica,other,9,nh0112,other,other,other,other,other,other,other,other,other,other,other
1267,subgenre-theme,novela histórica,other,9,nh0115,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1268,subgenre-theme,novela histórica,other,9,nh0116,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1269,subgenre-theme,novela histórica,other,9,nh0117,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1270,subgenre-theme,novela histórica,other,9,nh0118,other,other,other,other,other,other,other,other,other,other,other
1271,subgenre-theme,novela histórica,other,9,nh0119,other,other,other,other,other,other,other,other,other,other,other
1272,subgenre-theme,novela histórica,other,9,nh0120,other,other,other,other,other,other,other,other,other,other,other
1273,subgenre-theme,novela histórica,other,9,nh0122,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1274,subgenre-theme,novela histórica,other,9,nh0124,other,other,other,other,other,other,other,other,other,other,other
1275,subgenre-theme,novela histórica,other,9,nh0125,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1276,subgenre-theme,novela histórica,other,9,nh0132,other,other,other,other,other,other,other,other,other,other,other
1277,subgenre-theme,novela histórica,other,9,nh0135,other,other,other,other,other,other,other,other,other,other,other
1278,subgenre-theme,novela histórica,other,9,nh0139,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1279,subgenre-theme,novela histórica,other,9,nh0140,other,other,other,other,other,other,other,other,other,other,other
1280,subgenre-theme,novela histórica,other,9,nh0142,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
